seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,G_fit,a_fit
0,7,2,G|a,0.3,220,188,0,201,291.34,5,0.6111552376037185,5.3569327723992615
1,7,2,G|a,0.3,94,94,1,50,72.25,5,0.3097990578241379,5.222715137702048
2,7,2,G|a,0.3,33,33,1,48,61.12,5,0.3338966986790376,5.142167794087195
3,7,2,G|a,0.3,179,43,0,201,276.47,5,0.49223752612970967,5.011585779591838
4,7,2,G|a,0.3,5,5,1,54,70.34,5,0.32972172142417316,4.665333936029788
5,7,2,G|a,0.3,128,107,0,201,285.46,5,0.5072941881060323,4.890753469283739
6,7,2,G|a,0.3,39,115,0,201,277.92,5,0.5927064333281713,5.164796090583985
7,7,2,G|a,0.3,47,47,1,45,57.37,5,0.29330133473023223,4.847263366000322
8,7,2,G|a,0.3,130,44,0,63,77.06,5,0.2104326200608376,5.288757806654681
9,7,2,G|a,0.3,54,54,1,55,71.8,5,0.2865712131341364,4.824131403025786
10,7,2,G|a,0.3,2,24,0,201,269.82,5,0.5329806995648416,5.407859861412162
11,7,2,G|a,0.3,169,169,1,52,66.02,5,0.2918338333896089,4.963091742357517
12,7,2,G|a,0.3,80,80,1,55,68.87,5,0.3612859827681083,4.69700491413929
13,7,2,G|a,0.3,167,167,1,55,68.37,5,0.3344691501306372,4.801986262693521
14,7,2,G|a,0.3,29,29,1,47,58.43,5,0.27980134027044706,4.84023396796622
15,7,2,G|a,0.3,176,176,1,49,61.87,5,0.3606138582023442,4.94059235570657
16,7,2,G|a,0.3,213,213,1,48,59.31,5,0.31902342548642787,4.765303751894869
17,7,2,G|a,0.3,78,78,1,54,65.4,5,0.3130810663902441,5.242775828276378
18,7,2,G|a,0.3,236,236,1,54,67.38,5,0.3045807887778358,4.805504120956011
19,7,2,G|a,0.3,93,93,1,52,64.35,5,0.2984580869615387,4.990090544090594
20,7,2,G|a,0.3,230,230,1,52,62.8,5,0.3167004904190837,5.229283455483649
21,7,2,G|a,0.3,23,23,1,51,63.55,5,0.3371547555698194,4.760422600983627
22,7,2,G|a,0.3,230,230,1,53,67.25,5,0.3172109766884385,5.16647518413087
23,7,2,G|a,0.3,228,228,1,58,71.76,5,0.29256782794523645,5.163682047877475
24,7,2,G|a,0.3,128,128,1,51,62.11,5,0.3537768264104219,5.111326245159411
25,7,2,G|a,0.3,33,33,1,55,69.15,5,0.2781306469007524,5.091159263106182
26,7,2,G|a,0.3,59,127,0,49,61.48,5,0.21545407050230417,4.917758375988351
27,7,2,G|a,0.3,205,205,1,49,59.89,5,0.2704767446698958,5.009551799659311
28,7,2,G|a,0.3,90,90,1,52,64.13,5,0.33645976108126274,5.147432038155753
29,7,2,G|a,0.3,83,98,0,201,269.27,5,0.5446045390263158,4.712727700560794
30,7,2,G|a,0.3,181,181,1,60,75.53,5,0.2891898044577168,5.130220099553702
31,7,2,G|a,0.3,165,165,1,52,66.9,5,0.27297437867244323,4.832531150088986
32,7,2,G|a,0.3,73,73,1,49,63.9,5,0.30165931038359434,4.726954322061053
33,7,2,G|a,0.3,136,136,1,48,61.0,5,0.23263131477752785,5.045424042159346
34,7,2,G|a,0.3,246,246,1,50,62.58,5,0.31219050632188966,5.310006579409317
35,7,2,G|a,0.3,220,182,0,55,72.48,5,0.32219969893607864,5.198785722507444
36,7,2,G|a,0.3,50,50,1,54,68.23,5,0.3311329033799559,4.7393983345942425
37,7,2,G|a,0.3,252,252,1,59,74.31,5,0.2534773003427187,4.8550857540144055
38,7,2,G|a,0.3,218,183,0,201,269.47,5,0.4010613990059736,4.998778916128293
39,7,2,G|a,0.3,146,44,0,201,269.6,5,0.5768362981755205,4.762997925663731
40,7,2,G|a,0.3,9,9,1,60,77.68,5,0.29751834544112615,5.0135946500518465
