seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,5,1,G,0.9,188,188,1,47,109.62,0.9794277585507595
1,5,1,G,0.9,94,94,1,27,51.24,0.9358637525859257
2,5,1,G,0.9,33,33,1,36,68.29,0.9446938282304272
3,5,1,G,0.9,43,43,1,41,77.37,0.857482839562005
4,5,1,G,0.9,5,5,1,65,124.34,0.9008142170635773
5,5,1,G,0.9,107,107,1,32,63.31,0.8633337701859097
6,5,1,G,0.9,115,115,1,35,67.71,0.8394335240515179
7,5,1,G,0.9,47,47,1,30,58.3,0.8565919934826295
8,5,1,G,0.9,44,44,1,54,106.99,0.8377362232858578
9,5,1,G,0.9,54,54,1,48,91.19,0.8803137688925928
10,5,1,G,0.9,24,24,1,38,68.13,0.8452317172230011
11,5,1,G,0.9,169,169,1,80,150.29,0.9118412378833165
12,5,1,G,0.9,80,80,1,55,104.82,0.9589473136215899
13,5,1,G,0.9,167,167,1,45,85.54,0.9437357270841897
14,5,1,G,0.9,29,29,1,46,90.94,0.8667632492884176
15,5,1,G,0.9,176,176,1,50,91.29,0.9577549858339497
16,5,1,G,0.9,213,213,1,48,88.53,0.90618462348177
17,5,1,G,0.9,78,78,1,39,72.33,0.9298467076742066
18,5,1,G,0.9,236,236,1,45,92.73,0.8897214474628887
19,5,1,G,0.9,93,93,1,22,45.22,0.9138959319842267
20,5,1,G,0.9,230,230,1,18,38.31,0.9534557376202634
21,5,1,G,0.9,23,23,1,69,150.58,0.9052393843781611
22,5,1,G,0.9,230,230,1,39,84.76,0.9280311925042439
23,5,1,G,0.9,228,228,1,24,47.51,0.9210479770025589
24,5,1,G,0.9,128,128,1,53,104.06,0.9615767693111529
25,5,1,G,0.9,33,33,1,69,140.15,0.8804852818616274
26,5,1,G,0.9,127,127,1,32,64.98,0.8054525916056279
27,5,1,G,0.9,205,205,1,39,76.99,0.8924589410286297
28,5,1,G,0.9,90,90,1,31,61.37,0.965552378079235
29,5,1,G,0.9,98,98,1,36,72.25,0.8620171835547686
30,5,1,G,0.9,181,181,1,33,63.44,0.8998174298226038
31,5,1,G,0.9,165,165,1,32,62.34,0.8472659257899873
32,5,1,G,0.9,73,73,1,48,96.67,0.8753977068584683
33,5,1,G,0.9,136,136,1,45,84.88,0.862561819084394
34,5,1,G,0.9,246,246,1,26,47.26,0.9320387867975239
35,5,1,G,0.9,182,182,1,34,62.6,0.8205243574661697
36,5,1,G,0.9,50,50,1,21,37.99,0.9380438934756736
37,5,1,G,0.9,252,252,1,49,91.41,0.8547190373462715
38,5,1,G,0.9,183,183,1,43,78.49,0.8826331210011312
39,5,1,G,0.9,44,44,1,35,65.06,0.8511186961869742
40,5,1,G,0.9,9,9,1,71,135.1,0.9335053707477032
41,5,1,G,0.9,30,30,1,62,116.56,0.9220432668092235
42,5,1,G,0.9,188,188,1,21,39.53,0.9370880576943325
43,5,1,G,0.9,32,32,1,22,41.12,0.951873186268984
44,5,1,G,0.9,177,177,1,22,40.38,0.8942402996875332
45,5,1,G,0.9,207,207,1,30,56.28,0.931956747380849
46,5,1,G,0.9,203,203,1,24,47.13,0.970210028638587
47,5,1,G,0.9,110,110,1,43,81.96,0.8433370027457007
48,5,1,G,0.9,167,167,1,38,70.55,0.8505587384206612
49,5,1,G,0.9,173,173,1,46,83.85,0.9587381427803369
50,5,1,G,0.9,140,140,1,47,64.67,0.8666182501056764
51,5,1,G,0.9,233,233,1,20,25.52,0.939198497938541
52,5,1,G,0.9,201,201,1,31,40.21,0.8197536316620758
53,5,1,G,0.9,6,6,1,43,55.12,0.9294125846683542
54,5,1,G,0.9,65,65,1,38,48.52,0.8838563038343972
55,5,1,G,0.9,43,43,1,32,40.69,0.8279437977722546
56,5,1,G,0.9,101,101,1,23,28.79,0.9208399805223991
57,5,1,G,0.9,66,66,1,40,51.52,0.8859243857332583
58,5,1,G,0.9,204,204,1,42,54.05,0.8541618993888439
59,5,1,G,0.9,25,25,1,20,25.88,0.9496801287579588
60,5,1,G,0.9,175,175,1,19,24.82,0.9615736774879444
61,5,1,G,0.9,100,100,1,25,31.97,0.9315809656253939
62,5,1,G,0.9,125,125,1,43,56.03,0.9618239034848429
