seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,G_fit,a_fit
0,6,2,G|a,0.1,45,188,0,201,327.7,5,0.11309953952473134,6.014011304689749
1,6,2,G|a,0.1,37,94,0,201,343.62,5,0.19413558405816386,3.73656128632573
2,6,2,G|a,0.1,209,33,0,60,104.31,5,0.04149749878013666,5.1202129845061295
3,6,2,G|a,0.1,139,43,0,59,101.27,5,0.01368421570788237,4.987045972873226
4,6,2,G|a,0.1,146,5,0,55,93.62,5,0.019695855291439624,4.666521837435259
5,6,2,G|a,0.1,169,107,0,201,355.83,5,0.14982068917356645,6.185161324407982
6,6,2,G|a,0.1,104,115,0,70,123.95,5,0.023572287714505168,5.137554132650968
7,6,2,G|a,0.1,135,47,0,201,350.85,5,0.15028309708637702,6.313278753335498
8,6,2,G|a,0.1,78,44,0,201,357.97,5,0.030741234069858736,6.0986003572817165
9,6,2,G|a,0.1,236,54,0,201,391.43,5,0.2101915628294315,6.568900685069898
10,6,2,G|a,0.1,142,24,0,201,347.06,5,0.10859035700818416,6.635833149687882
11,6,2,G|a,0.1,29,169,0,45,71.81,5,0.011864194798974914,4.972394709459676
12,6,2,G|a,0.1,80,80,1,70,121.82,5,0.10288769057501879,4.711660338259457
13,6,2,G|a,0.1,167,167,1,63,103.39,5,0.09967999143543815,4.832112192154471
14,6,2,G|a,0.1,3,29,0,201,346.45,5,0.04303948524287883,6.595693148556978
15,6,2,G|a,0.1,176,176,1,86,146.78,5,0.10002257011935049,4.9367890804042585
16,6,2,G|a,0.1,189,213,0,201,347.28,5,0.2413963985399427,6.432428304418644
17,6,2,G|a,0.1,157,78,0,56,91.42,5,0.021775257473912363,5.252986658685144
18,6,2,G|a,0.1,101,236,0,64,103.2,5,0.017235301206532997,4.770593532658641
19,6,2,G|a,0.1,29,93,0,72,122.78,5,0.056627077834858,4.996557544188044
20,6,2,G|a,0.1,29,230,0,61,98.22,5,0.022504196573736073,5.218260870067508
21,6,2,G|a,0.1,97,23,0,70,119.05,5,0.01567730137602895,4.745465748161978
22,6,2,G|a,0.1,145,230,0,201,343.58,5,0.1940092117670886,6.2061588115534665
23,6,2,G|a,0.1,72,228,0,201,341.26,5,0.051158389923972813,5.79991744231811
24,6,2,G|a,0.1,159,128,0,201,340.17,5,0.24834121001463524,6.992180048343055
25,6,2,G|a,0.1,208,33,0,54,84.54,5,0.013052966885825823,5.08820327810499
26,6,2,G|a,0.1,46,127,0,75,122.6,5,0.023958569140482465,4.91587565123658
27,6,2,G|a,0.1,236,205,0,201,330.98,5,0.03335318452406323,6.2056236736800985
28,6,2,G|a,0.1,130,90,0,65,106.92,5,0.025828727103486215,5.14162389354337
29,6,2,G|a,0.1,245,98,0,201,338.62,5,0.4812685403932457,6.403624906918097
30,6,2,G|a,0.1,169,181,0,201,340.25,5,0.2580697842366232,6.37427131145824
31,6,2,G|a,0.1,50,165,0,57,99.98,5,0.019356024076206194,4.820067907645003
32,6,2,G|a,0.1,171,73,0,201,378.45,5,0.13083302145138517,6.074290790390988
33,6,2,G|a,0.1,36,136,0,49,82.33,5,0.01805011930191902,5.05918239647525
34,6,2,G|a,0.1,194,246,0,201,335.5,5,0.07705157875612724,6.925239561499864
35,6,2,G|a,0.1,79,182,0,201,341.63,5,0.09337215443472406,6.8025334320275626
36,6,2,G|a,0.1,128,50,0,201,339.12,5,0.2479185678151517,4.881832810459087
37,6,2,G|a,0.1,140,252,0,201,335.48,5,0.14765390037813095,3.712854949674855
38,6,2,G|a,0.1,77,183,0,55,89.92,5,0.020375537652352754,4.981812188865779
39,6,2,G|a,0.1,150,44,0,60,99.96,5,0.055561218534767864,4.776947343923524
40,6,2,G|a,0.1,9,9,1,150,244.85,5,0.10007780808735584,5.000774117609118
41,6,2,G|a,0.1,30,30,1,70,115.66,5,0.0999525436170269,4.9876148811605265
42,6,2,G|a,0.1,30,188,0,55,87.68,5,0.025835117930864328,5.338662131652208
43,6,2,G|a,0.1,32,32,1,166,279.88,5,0.10006264657357174,5.0012045236494185
44,6,2,G|a,0.1,248,177,0,201,342.95,5,0.09744546925158408,6.431277983659347
45,6,2,G|a,0.1,111,207,0,201,345.27,5,0.2320042386409163,6.104297768193665
46,6,2,G|a,0.1,237,203,0,46,73.24,5,0.019284355885850618,4.90082778107968
47,6,2,G|a,0.1,121,110,0,49,79.83,5,0.018046063575600818,5.2078434415330905
48,6,2,G|a,0.1,193,167,0,53,85.72,5,0.016651534606993694,4.935698149578018
49,6,2,G|a,0.1,112,173,0,70,117.06,5,0.014415252066108514,5.0888197315452155
50,6,2,G|a,0.1,3,140,0,201,343.21,5,0.09946146688498911,6.0639000425210385
51,6,2,G|a,0.1,139,233,0,201,344.48,5,0.12484326303698044,5.642941405461067
52,6,2,G|a,0.1,114,201,0,51,77.71,5,0.013680264560930125,5.085884881437404
53,6,2,G|a,0.1,6,6,1,108,180.38,5,0.10011266892236705,4.992671454473401
54,6,2,G|a,0.1,20,65,0,54,88.85,5,0.07226001600255087,4.779851115470508
55,6,2,G|a,0.1,124,43,0,201,336.61,5,0.1792877822092441,5.339846384489403
56,6,2,G|a,0.1,25,101,0,201,318.68,5,0.14742802336685823,5.570238368191673
57,6,2,G|a,0.1,81,66,0,201,320.85,5,0.272397849880429,6.7013883415855435
58,6,2,G|a,0.1,99,204,0,201,322.16,5,0.16306952643424724,6.280393812766575
59,6,2,G|a,0.1,152,25,0,44,65.97,5,0.012908890131953015,4.6683067587699885
60,6,2,G|a,0.1,159,175,0,59,91.65,5,0.05620378037784619,5.186491379797338
61,6,2,G|a,0.1,98,100,0,201,325.07,5,0.1512772120295992,6.326499151186098
62,6,2,G|a,0.1,5,125,0,201,330.54,5,0.06437959525631856,6.6643187633497645
63,6,2,G|a,0.1,185,78,0,69,112.41,5,0.006190680332886835,4.9556017888361605
64,6,2,G|a,0.1,19,254,0,57,90.6,5,0.011577057107770307,5.105731428747272
65,6,2,G|a,0.1,254,74,0,59,88.63,5,0.007581263470085919,5.162740421188505
66,6,2,G|a,0.1,116,181,0,55,87.22,5,0.10380851438707973,5.136482417063016
67,6,2,G|a,0.1,253,211,0,53,82.17,5,0.020043585089203095,5.152465701393484
68,6,2,G|a,0.1,51,203,0,201,334.28,5,0.26913310318444794,6.193499742835582
69,6,2,G|a,0.1,66,0,0,50,75.21,5,0.006540530660134531,4.812071208494965
70,6,2,G|a,0.1,92,92,1,105,171.96,5,0.09993721382815188,5.045202288302821
71,6,2,G|a,0.1,241,49,0,64,103.55,5,0.020905578265949253,4.7868601028547335
72,6,2,G|a,0.1,30,165,0,201,330.37,5,0.13368862830287134,2.6758078557562177
73,6,2,G|a,0.1,77,76,0,201,328.63,5,0.02106987539819658,4.306702199179231
74,6,2,G|a,0.1,62,175,0,201,331.02,5,0.30219345235980105,6.623607734232191
75,6,2,G|a,0.1,62,32,0,65,102.16,5,0.014358603380012179,5.011447431559514
76,6,2,G|a,0.1,132,112,0,59,95.54,5,0.01544351589584972,4.410212069117128
77,6,2,G|a,0.1,106,255,0,201,333.43,5,0.19585258947077147,6.023456579039927
78,6,2,G|a,0.1,171,185,0,201,333.28,5,0.36777740148783633,6.007780786516491
79,6,2,G|a,0.1,136,136,1,117,192.97,5,0.100050383891999,5.001344346610699
80,6,2,G|a,0.1,107,107,1,114,189.24,5,0.09950460109518852,5.029470220785019
81,6,2,G|a,0.1,195,189,0,46,69.76,5,0.014457145416805296,5.07607351773663
82,6,2,G|a,0.1,88,136,0,61,92.02,5,0.0060793844799068636,5.185997934715891
83,6,2,G|a,0.1,150,180,0,55,83.56,5,0.005687528933970614,5.260705633224196
84,6,2,G|a,0.1,44,142,0,60,92.92,5,0.0073653034401498715,4.959696628344734
85,6,2,G|a,0.1,95,18,0,59,91.67,5,0.014825445917147307,4.812104112102482
86,6,2,G|a,0.1,9,165,0,201,333.67,5,0.24372977341974128,6.03302211520627
87,6,2,G|a,0.1,192,224,0,50,76.59,5,0.0024619234178397953,5.023946735359233
88,6,2,G|a,0.1,31,43,0,71,113.66,5,0.1591291926091248,5.1683113607497475
89,6,2,G|a,0.1,49,66,0,201,332.04,5,0.1639762977736648,6.269086993347236
90,6,2,G|a,0.1,102,16,0,56,88.15,5,0.01997905937912899,4.923131410343896
91,6,2,G|a,0.1,108,123,0,201,332.39,5,0.253770763207499,4.098984219328191
92,6,2,G|a,0.1,23,229,0,50,76.81,5,0.023889596817868,4.735992585923655
93,6,2,G|a,0.1,256,256,1,76,122.31,5,0.10706978098825158,5.080643689728995
94,6,2,G|a,0.1,235,73,0,201,325.09,5,0.1521855906885713,6.290052280995265
95,6,2,G|a,0.1,26,91,0,58,89.96,5,0.013702386221747275,5.0876174095456825
96,6,2,G|a,0.1,157,113,0,48,75.55,5,0.00904576607875382,4.548048071868765
97,6,2,G|a,0.1,2,12,0,62,96.77,5,0.05839311469313304,4.875238189634629
98,6,2,G|a,0.1,104,176,0,56,82.58,5,0.011711194959772544,4.890158365012447
99,6,2,G|a,0.1,7,81,0,201,327.33,5,0.21883972168134216,7.026030622720755
