seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,G_fit,a_fit,q_fit
0,12,3,G|a|q,0.3,188,188,1,201,398.35,5,1.0,0.29812889585205876,5.052999159358936,1.0091395133955812
1,12,3,G|a|q,0.3,94,94,1,193,419.91,5,1.0,0.29959947132570575,5.009627016944653,1.0026854508339922
2,12,3,G|a|q,0.3,33,33,1,106,222.28,5,1.0,0.2973167584513164,5.048957952227182,1.0116622037860998
3,12,3,G|a|q,0.3,141,43,0,201,380.03,5,1.0,0.1500935080231196,5.39227263485639,0.3654891639935838
4,12,3,G|a|q,0.3,15,5,0,201,388.86,5,1.0,0.06533391457295636,4.616440247639504,0.9381235275331792
5,12,3,G|a|q,0.3,107,107,1,139,266.98,5,1.0,0.2997589486043511,5.0079546879449275,1.0018970703686518
6,12,3,G|a|q,0.3,115,115,1,184,331.73,5,1.0,0.29997675651340217,4.999161515003178,1.0006306905174782
7,12,3,G|a|q,0.3,47,47,1,130,231.6,5,1.0,0.30007616613458665,4.9984053726085795,1.0004254562687636
8,12,3,G|a|q,0.3,78,44,0,201,362.74,5,1.0,0.1503246273599275,6.0124435923571875,0.23267957784284637
9,12,3,G|a|q,0.3,54,54,1,161,300.18,5,1.0,0.2997999472931427,5.002393609838026,1.0018672672247724
10,12,3,G|a|q,0.3,24,24,1,201,377.02,5,1.0,0.29827108130518193,5.037479235335429,1.0059698206398866
11,12,3,G|a|q,0.3,169,169,1,166,318.4,5,1.0,0.29993523350404633,5.000955540065134,1.0010541578515735
12,12,3,G|a|q,0.3,157,80,0,201,370.55,5,1.0,0.24710717535906293,5.321949958078873,0.21268778960867388
13,12,3,G|a|q,0.3,167,167,1,132,253.25,5,1.0,0.3003409313742682,4.9907482773054,1.0001073077607436
14,12,3,G|a|q,0.3,29,29,1,112,203.15,5,1.0,0.29998489285388913,5.003253110515888,1.0012910671904791
15,12,3,G|a|q,0.3,176,176,1,130,237.04,5,1.0,0.29964004333323324,5.001102536448635,1.0023465040031954
16,12,3,G|a|q,0.3,213,213,1,143,262.28,5,1.0,0.30052002104340614,4.992288561066374,0.9985480460697389
17,12,3,G|a|q,0.3,78,78,1,169,305.17,5,1.0,0.2996787345859352,5.006684013034115,1.0018819346946468
18,12,3,G|a|q,0.3,236,236,1,152,275.1,5,1.0,0.30061206701638243,4.992703152949286,0.9985868728172304
19,12,3,G|a|q,0.3,93,93,1,96,183.7,5,1.0,0.2974463189489823,5.038459897119642,1.0108659646682516
20,12,3,G|a|q,0.3,230,230,1,200,405.82,5,1.0,0.2993942856689481,5.013125490666632,1.0030655011781426
21,12,3,G|a|q,0.3,163,23,0,201,395.21,5,1.0,0.15516329822886182,5.069373677940651,0.2293656113992665
22,12,3,G|a|q,0.3,230,230,1,172,352.17,5,1.0,0.29925405532072064,5.013228371333624,1.0037625600450952
23,12,3,G|a|q,0.3,228,228,1,166,337.7,5,1.0,0.3000696879739584,5.001120373943049,1.0004617133944513
24,12,3,G|a|q,0.3,128,128,1,199,408.58,5,1.0,0.3000956298430269,4.995189941486939,1.0004607804535834
25,12,3,G|a|q,0.3,33,33,1,173,343.17,5,1.0,0.3000598012668568,5.0000501580391274,1.0005019310665124
26,12,3,G|a|q,0.3,127,127,1,146,287.52,5,1.0,0.29965352069758444,5.00303343768864,1.0021314281189513
27,12,3,G|a|q,0.3,205,205,1,136,260.95,5,1.0,0.2999226651762341,5.002463071217158,1.00074635649384
28,12,3,G|a|q,0.3,90,90,1,147,286.68,5,1.0,0.30003218994790054,5.003620096380431,1.000631667675455
29,12,3,G|a|q,0.3,98,98,1,112,218.05,5,1.0,0.29930136732253826,5.013053847473946,1.00321303351928
30,12,3,G|a|q,0.3,181,181,1,161,330.78,5,1.0,0.2998671173940136,5.006182817894195,1.0014896100675514
31,12,3,G|a|q,0.3,165,165,1,140,280.23,5,1.0,0.2988795833436561,5.012873185677525,1.0046270658807508
32,12,3,G|a|q,0.3,73,73,1,170,374.06,5,1.0,0.3000957836214302,4.997139292989656,1.0005668184430845
33,12,3,G|a|q,0.3,136,136,1,135,293.11,5,1.0,0.3001492814623296,5.002568574805965,1.0003640487177938
34,12,3,G|a|q,0.3,44,246,0,201,422.36,5,1.0,0.26357810247516217,6.5752609817039485,0.21818007160189035
35,12,3,G|a|q,0.3,79,182,0,201,410.31,5,1.0,0.44328734823369664,6.2259206204548185,0.3942458711576648
36,12,3,G|a|q,0.3,50,50,1,176,324.94,5,1.0,0.3002598978589359,4.9941948464023005,0.9998042790606805
37,12,3,G|a|q,0.3,252,252,1,160,296.92,5,1.0,0.29990438103157696,5.00402325911658,1.0011116864791627
38,12,3,G|a|q,0.3,183,183,1,111,214.2,5,1.0,0.2998339562981919,4.9976245256701,1.0012924867234432
39,12,3,G|a|q,0.3,44,44,1,167,314.92,5,1.0,0.29996462510039246,5.001844693959964,1.0006140957800504
40,12,3,G|a|q,0.3,9,9,1,164,299.8,5,1.0,0.29971755026472446,5.0066674591307505,1.001844664558726
41,12,3,G|a|q,0.3,30,30,1,105,194.22,5,1.0,0.29967483893653407,5.007372962311876,1.0013604952363142
42,12,3,G|a|q,0.3,188,188,1,200,368.52,5,1.0,0.29955307876341336,5.009302340535855,1.002526790077851
43,12,3,G|a|q,0.3,32,32,1,194,374.91,5,1.0,0.2998007032294889,4.999981776715208,1.0023601349859603
44,12,3,G|a|q,0.3,177,177,1,120,233.94,5,1.0,0.29954524910766794,5.008086064055677,1.0018360429857796
45,12,3,G|a|q,0.3,207,207,1,122,225.47,5,1.0,0.29969572181330095,5.008019990560055,1.0023313388455402
46,12,3,G|a|q,0.3,203,203,1,131,242.68,5,1.0,0.2998239516494791,5.007616285377936,1.0020228905105093
47,12,3,G|a|q,0.3,110,110,1,170,307.94,5,1.0,0.29975905100218175,5.00713906582029,1.00151500404454
