seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,G_fit,a_fit,q_fit
0,14,3,G|a|q,0.7,188,188,1,201,354.51,5,1.0,0.6924959863548298,5.089915087985559,1.0144482975381788
1,14,3,G|a|q,0.7,94,94,1,154,268.04,5,1.0,0.6978157860544059,5.008858736291695,1.0052994949195178
2,14,3,G|a|q,0.7,33,33,1,140,245.25,5,1.0,0.6988421479521264,5.0036027843413216,1.002794450502876
3,14,3,G|a|q,0.7,43,43,1,119,203.07,5,1.0,0.6999896553575845,4.978079407708066,1.0002562489140192
4,14,3,G|a|q,0.7,5,5,1,201,349.05,5,1.0,0.6978952950709482,4.991148682351604,1.0046549494410861
5,14,3,G|a|q,0.7,107,107,1,112,195.09,5,1.0,0.6995597276446569,4.985276953574846,1.0015908755719725
6,14,3,G|a|q,0.7,115,115,1,152,262.71,5,1.0,0.6998513084224082,4.983238852087146,1.0004959429027054
7,14,3,G|a|q,0.7,47,47,1,104,179.31,5,1.0,0.6987227266135168,4.995822701581419,1.0022461721316425
8,14,3,G|a|q,0.7,44,44,1,153,265.09,5,1.0,0.6994689942013761,4.993006339024319,1.0016534161449182
9,14,3,G|a|q,0.7,54,54,1,82,139.96,5,1.0,0.6963221124929763,4.9990894884793295,1.0073552944790525
10,14,3,G|a|q,0.7,24,24,1,146,250.13,5,1.0,0.7002786339502368,4.987707982064726,1.0004486618893478
11,14,3,G|a|q,0.7,169,169,1,89,145.31,5,1.0,0.6991937730074534,4.991832773088765,1.00293554471193
12,14,3,G|a|q,0.7,157,80,0,193,317.53,5,1.0,0.6043800370004614,5.124893445529013,0.14492001528073203
13,14,3,G|a|q,0.7,167,167,1,139,247.66,5,1.0,0.6991679135153983,4.978450310798703,1.0030944586332577
14,14,3,G|a|q,0.7,29,29,1,138,249.73,5,1.0,0.6996234460503435,4.999817980708248,1.0013380314323304
15,14,3,G|a|q,0.7,176,176,1,119,211.99,5,1.0,0.6978682192042692,4.998877291542716,1.005237545669579
16,14,3,G|a|q,0.7,213,213,1,119,214.86,5,1.0,0.7016189928610537,4.958304796977571,0.9975046321397344
17,14,3,G|a|q,0.7,78,78,1,164,292.0,5,1.0,0.6991205803504043,4.9979061622465,1.0019422829298603
